Table1,Table2,Table3,Table4
ABprpppaap,167,238.977,NaN
ABprpppaap,168,240.408,NaN
ABprpppaap,169,241.839,NaN
ABprpppaap,170,243.27,NaN
ABprpppaap,171,244.701,NaN
ABprpppaap,172,246.132,NaN
ABprpppapa,121,173.151,0
ABprpppapa,122,174.582,0
ABprpppapa,123,176.013,0.00243239376162541
ABprpppapa,124,177.444,0
ABprpppapa,125,178.875,0
ABprpppapa,126,180.306,0
ABprpppapa,127,181.737,0
ABprpppapa,128,183.168,0
ABprpppapa,129,184.599,0
ABprpppapa,130,186.03,0
ABprpppapa,131,187.461,0
ABprpppapa,132,188.892,0
ABprpppapa,133,190.323,0
ABprpppapa,134,191.754,0
ABprpppapa,135,193.185,0.0148805265417084
ABprpppapa,136,194.616,0
ABprpppapa,137,196.047,0
ABprpppapa,138,197.478,0
ABprpppapa,139,198.909,0
ABprpppapa,140,200.34,0
ABprpppapa,141,201.771,0
ABprpppapa,142,203.202,0
ABprpppapa,143,204.633,0
ABprpppapa,144,206.064,0
ABprpppapa,145,207.495,0
ABprpppapa,146,208.926,0
ABprpppapa,147,210.357,0
ABprpppapa,148,211.788,0
ABprpppapa,149,213.219,0
ABprpppapa,150,214.65,0
ABprpppapa,151,216.081,0
ABprpppapa,152,217.512,0
ABprpppapa,153,218.943,0
ABprpppapa,154,220.374,0
ABprpppapa,155,221.805,0
ABprpppapa,156,223.236,0
ABprpppapp,121,173.151,0
ABprpppapp,122,174.582,0
ABprpppapp,123,176.013,0
ABprpppapp,124,177.444,0
ABprpppapp,125,178.875,0
ABprpppapp,126,180.306,0.0598082701387895
ABprpppapp,127,181.737,0.0187437401631135
ABprpppapp,128,183.168,0
ABprpppapp,129,184.599,0
ABprpppapp,130,186.03,0
ABprpppapp,131,187.461,0
ABprpppapp,132,188.892,0
ABprpppapp,133,190.323,0
ABprpppapp,134,191.754,0
ABprpppapp,135,193.185,0
ABprpppapp,136,194.616,0
ABprpppapp,137,196.047,0.00314780369151524
ABprpppapp,138,197.478,0
ABprpppapp,139,198.909,0
ABprpppapp,140,200.34,0
ABprpppapp,141,201.771,0
ABprpppapp,142,203.202,0.016454428387466
ABprpppapp,143,204.633,0
ABprpppapp,144,206.064,0.0128773787380169
ABprpppapp,145,207.495,0
ABprpppapp,146,208.926,0.0286163971955931
ABprpppapp,147,210.357,0
ABprpppapp,148,211.788,0
ABprpppapp,149,213.219,0
ABprpppapp,150,214.65,0
ABprpppapp,151,216.081,0.0389183001860066
ABprpppapp,152,217.512,0
ABprpppapp,153,218.943,0
ABprpppapp,154,220.374,0
ABprpppapp,155,221.805,0
ABprpppapp,156,223.236,0
ABprpppapp,157,224.667,0.0563743024753184
ABprpppapp,158,226.098,0
ABprpppapp,159,227.529,0
ABprpppapp,160,228.96,NaN
ABprpppapp,161,230.391,NaN
ABprpppapp,162,231.822,NaN
ABprpppapp,163,233.253,NaN
ABprpppapp,164,234.684,NaN
ABprpppapp,165,236.115,NaN
ABprpppapp,166,237.546,NaN
ABprpppapp,167,238.977,NaN
ABprpppapp,168,240.408,NaN
ABprpppapp,169,241.839,NaN
ABprpppapp,170,243.27,NaN
ABprpppapp,171,244.701,NaN
ABprppppaa,120,171.72,0
ABprppppaa,121,173.151,0.0400629560738303
ABprppppaa,122,174.582,0
ABprppppaa,123,176.013,0
ABprppppaa,124,177.444,0
ABprppppaa,125,178.875,0
ABprppppaa,126,180.306,0
ABprppppaa,127,181.737,0
ABprppppaa,128,183.168,0
ABprppppaa,129,184.599,0
ABprppppaa,130,186.03,0
ABprppppaa,131,187.461,0
ABprppppaa,132,188.892,0
ABprppppaa,133,190.323,0
ABprppppaa,134,191.754,0
ABprppppaa,135,193.185,0
ABprppppaa,136,194.616,0
ABprppppaa,137,196.047,0
ABprppppaa,138,197.478,0
ABprppppaa,139,198.909,0
ABprppppaa,140,200.34,0
ABprppppaa,141,201.771,0
ABprppppaa,142,203.202,0
ABprppppaa,143,204.633,0
ABprppppaa,144,206.064,0
ABprppppaa,145,207.495,0
ABprppppaa,146,208.926,0.0108742309343254
ABprppppaa,147,210.357,0
ABprppppaa,148,211.788,0
ABprppppaa,149,213.219,0
ABprppppaa,150,214.65,0
ABprppppaa,151,216.081,0
ABprppppaa,152,217.512,0
ABprppppaa,153,218.943,0
ABprppppaa,154,220.374,0
ABprppppaa,155,221.805,0.0110173129203033
ABprppppaa,156,223.236,0
ABprppppaa,157,224.667,0
ABprppppaa,158,226.098,0
ABprppppaa,159,227.529,0
ABprppppaa,160,228.96,0
ABprppppaa,161,230.391,NaN
ABprppppaa,162,231.822,NaN
ABprppppaa,163,233.253,NaN
ABprppppaa,164,234.684,NaN
ABprppppaa,165,236.115,NaN
ABprppppaa,166,237.546,NaN
ABprppppap,120,171.72,0
ABprppppap,121,173.151,0
ABprppppap,122,174.582,0
ABprppppap,123,176.013,0.00729718128487623
ABprppppap,124,177.444,0.0277579052797253
ABprppppap,125,178.875,0
ABprppppap,126,180.306,0.0138789526398626
ABprppppap,127,181.737,0
ABprppppap,128,183.168,0
ABprppppap,129,184.599,0
ABprppppap,130,186.03,0
ABprppppap,131,187.461,0
ABprppppap,132,188.892,0
ABprppppap,133,190.323,0
ABprppppap,134,191.754,0
ABprppppap,135,193.185,0
ABprppppap,136,194.616,0
ABprppppap,137,196.047,0
ABprppppap,138,197.478,0
ABprppppap,139,198.909,0.0208899699527829
ABprppppap,140,200.34,0
ABprppppap,141,201.771,0
ABprppppap,142,203.202,0
ABprppppap,143,204.633,0
ABprppppap,144,206.064,0
ABprppppap,145,207.495,0
ABprppppap,146,208.926,0
ABprppppap,147,210.357,0
ABprppppap,148,211.788,0
ABprppppap,149,213.219,0
ABprppppap,150,214.65,0
ABprppppap,151,216.081,0
ABprppppap,152,217.512,0
ABprppppap,153,218.943,0
ABprppppap,154,220.374,0.000572327943911862
ABprppppap,155,221.805,0
ABprppppap,156,223.236,0
ABprppppap,157,224.667,0
ABprppppap,158,226.098,0
ABprppppap,159,227.529,0
ABprppppap,160,228.96,0
ABprppppap,161,230.391,NaN
ABprppppap,162,231.822,NaN
ABprpppppa,120,171.72,0
ABprpppppa,121,173.151,0
ABprpppppa,122,174.582,0
ABprpppppa,123,176.013,0.00128773787380169
ABprpppppa,124,177.444,0
ABprpppppa,125,178.875,0
ABprpppppa,126,180.306,0
ABprpppppa,127,181.737,0
ABprpppppa,128,183.168,0
ABprpppppa,129,184.599,0
ABprpppppa,130,186.03,0
ABprpppppa,131,187.461,0
ABprpppppa,132,188.892,0
ABprpppppa,133,190.323,0
ABprpppppa,134,191.754,0
ABprpppppa,135,193.185,0.0151666905136643
ABprpppppa,136,194.616,0
ABprpppppa,137,196.047,0
ABprpppppa,138,197.478,0
ABprpppppa,139,198.909,0
ABprpppppa,140,200.34,0
ABprpppppa,141,201.771,0
ABprpppppa,142,203.202,0
ABprpppppa,143,204.633,0
ABprpppppa,144,206.064,0
ABprpppppa,145,207.495,0
ABprpppppa,146,208.926,0
ABprpppppa,147,210.357,0
ABprpppppa,148,211.788,0
ABprpppppa,149,213.219,0
ABprpppppa,150,214.65,0.00629560738303048
ABprpppppa,151,216.081,0
ABprpppppa,152,217.512,0
ABprpppppa,153,218.943,0
ABprpppppa,154,220.374,0
ABprpppppa,155,221.805,0
ABprpppppa,156,223.236,0
ABprpppppa,157,224.667,0
ABprpppppa,158,226.098,0
ABprpppppa,159,227.529,NaN
ABprpppppa,160,228.96,NaN
ABprpppppa,161,230.391,NaN
ABprpppppa,162,231.822,NaN
ABprpppppa,163,233.253,NaN
ABprpppppa,164,234.684,NaN
ABprpppppa,165,236.115,NaN
ABprpppppa,166,237.546,NaN
ABprpppppa,167,238.977,NaN
ABprpppppa,168,240.408,NaN
ABprpppppa,169,241.839,NaN
ABprpppppa,170,243.27,NaN
ABprpppppa,171,244.701,NaN
ABprpppppa,172,246.132,NaN
ABprpppppa,173,247.563,NaN
ABprpppppa,174,248.994,NaN
ABprpppppa,175,250.425,NaN
ABalpppppppa,202,289.062,NaN
ABalpppppppa,203,290.493,NaN
ABalpppppppa,204,291.924,NaN
ABalpppppppa,205,293.355,NaN
ABprpppppp,120,171.72,0
ABprpppppp,121,173.151,0
ABprpppppp,122,174.582,0.00686793532694234
ABprpppppp,123,176.013,0
ABprpppppp,124,177.444,0
ABprpppppp,125,178.875,0
ABprpppppp,126,180.306,0
ABprpppppp,127,181.737,0
ABprpppppp,128,183.168,0
ABprpppppp,129,184.599,0
ABprpppppp,130,186.03,0
ABprpppppp,131,187.461,0
ABprpppppp,132,188.892,0.0186006581771355
ABprpppppp,133,190.323,0
ABprpppppp,134,191.754,0
ABprpppppp,135,193.185,0
ABprpppppp,136,194.616,0
ABprpppppp,137,196.047,0
ABprpppppp,138,197.478,0
ABprpppppp,139,198.909,0
ABprpppppp,140,200.34,0
ABprpppppp,141,201.771,0
ABprpppppp,142,203.202,0
ABprpppppp,143,204.633,0
ABprpppppp,144,206.064,0
ABprpppppp,145,207.495,0
ABprpppppp,146,208.926,0
ABprpppppp,147,210.357,0
ABprpppppp,148,211.788,0
ABprpppppp,149,213.219,0
ABprpppppp,150,214.65,0
ABprpppppp,151,216.081,0
ABprpppppp,152,217.512,0
ABprpppppp,153,218.943,0
ABprpppppp,154,220.374,0.0263270854199456
ABprpppppp,155,221.805,0
ABprpppppp,156,223.236,0
ABprpppppp,157,224.667,0
ABprpppppp,158,226.098,0
ABprpppppp,159,227.529,NaN
ABprpppppp,160,228.96,NaN
ABprpppppp,161,230.391,NaN
ABprpppppp,162,231.822,NaN
ABprpppppp,163,233.253,NaN
ABprpppppp,164,234.684,NaN
ABprpppppp,165,236.115,NaN
ABalpppppppp,202,289.062,NaN
ABalpppppppp,203,290.493,NaN
ABalpppppppp,204,291.924,NaN
ABalpppppppp,205,293.355,NaN
ABplaaaaaaa,186,266.166,NaN
ABplaaaaaaa,187,267.597,NaN
ABplaaaaaaa,188,269.028,NaN
ABplaaaaaaa,189,270.459,NaN
ABplaaaaaaa,190,271.89,NaN
ABplaaaaaaa,191,273.321,NaN
ABplaaaaaaa,192,274.752,NaN
ABplaaaaaaa,193,276.183,NaN
ABplaaaaaaa,194,277.614,NaN
ABplaaaaaaa,195,279.045,NaN
ABplaaaaaaa,196,280.476,NaN
ABplaaaaaaa,197,281.907,NaN
ABplaaaaaaa,198,283.338,NaN
ABplaaaaaaa,199,284.769,NaN
ABplaaaaaaa,200,286.2,NaN
ABplaaaaaaa,201,287.631,NaN
ABplaaaaaaa,202,289.062,NaN
ABplaaaaaaa,203,290.493,NaN
ABplaaaaaaa,204,291.924,NaN
ABplaaaaaaa,205,293.355,NaN
ABplaaaaaap,186,266.166,NaN
ABplaaaaaap,187,267.597,NaN
ABplaaaaaap,188,269.028,NaN
ABplaaaaaap,189,270.459,NaN
ABplaaaaaap,190,271.89,NaN
ABplaaaaaap,191,273.321,NaN
ABplaaaaaap,192,274.752,NaN
ABplaaaaaap,193,276.183,NaN
ABplaaaaaap,194,277.614,NaN
ABplaaaaaap,195,279.045,NaN
ABplaaaaaap,196,280.476,NaN
ABplaaaaaap,197,281.907,NaN
ABplaaaaaap,198,283.338,NaN
ABplaaaaaap,199,284.769,NaN
ABplaaaaaap,200,286.2,NaN
ABplaaaaaap,201,287.631,NaN
ABplaaaaaap,202,289.062,NaN
ABplaaaaaap,203,290.493,NaN
ABplaaaaaap,204,291.924,NaN
ABplaaaaaap,205,293.355,NaN
ABplaaaaapa,163,233.253,NaN
ABplaaaaapa,164,234.684,NaN
ABplaaaaapa,165,236.115,NaN
ABplaaaaapa,166,237.546,NaN
ABplaaaaapa,167,238.977,NaN
ABplaaaaapa,168,240.408,NaN
ABplaaaaapa,169,241.839,NaN
ABplaaaaapa,170,243.27,NaN
ABplaaaaapa,171,244.701,NaN
ABplaaaaapa,172,246.132,NaN
ABplaaaaapa,173,247.563,NaN
ABplaaaaapa,174,248.994,NaN
ABplaaaaapa,175,250.425,NaN
ABplaaaaapa,176,251.856,NaN
ABplaaaaapa,177,253.287,NaN
ABplaaaaapa,178,254.718,NaN
ABplaaaaapa,179,256.149,NaN
ABplaaaaapa,180,257.58,NaN
ABplaaaaapa,181,259.011,NaN
ABplaaaaapa,182,260.442,NaN
ABplaaaaapa,183,261.873,NaN
ABplaaaaapa,184,263.304,NaN
ABplaaaaapa,185,264.735,NaN
ABplaaaaapa,186,266.166,NaN
ABplaaaaapa,187,267.597,NaN
ABplaaaaapa,188,269.028,NaN
ABplaaaaapa,189,270.459,NaN
ABplaaaaapa,190,271.89,NaN
ABplaaaaapa,191,273.321,NaN
ABplaaaaapa,192,274.752,NaN
ABplaaaaapa,193,276.183,NaN
ABplaaaaapa,194,277.614,NaN
ABplaaaaapa,195,279.045,NaN
ABplaaaaapa,196,280.476,NaN
ABplaaaaapa,197,281.907,NaN
ABplaaaaapa,198,283.338,NaN
ABplaaaaapa,199,284.769,NaN
ABplaaaaapa,200,286.2,NaN
ABplaaaaapa,201,287.631,NaN
ABplaaaaapa,202,289.062,NaN
ABplaaaaapa,203,290.493,NaN
ABplaaaaapa,204,291.924,NaN
ABplaaaaapa,205,293.355,NaN
ABplaaaaapp,163,233.253,NaN
ABplaaaaapp,164,234.684,NaN
ABplaaaaapp,165,236.115,NaN
ABplaaaaapp,166,237.546,NaN
ABplaaaaapp,167,238.977,NaN
ABplaaaaapp,168,240.408,NaN
ABplaaaaapp,169,241.839,NaN
ABplaaaaapp,170,243.27,NaN
ABplaaaaapp,171,244.701,NaN
ABplaaaaapp,172,246.132,NaN
ABplaaaaapp,173,247.563,NaN
ABplaaaaapp,174,248.994,NaN
ABplaaaaapp,175,250.425,NaN
ABplaaaaapp,176,251.856,NaN
ABplaaaaapp,177,253.287,NaN
ABplaaaaapp,178,254.718,NaN
ABplaaaaapp,179,256.149,NaN
ABplaaaaapp,180,257.58,NaN
ABplaaaaapp,181,259.011,NaN
ABplaaaaapp,182,260.442,NaN
ABplaaaaapp,183,261.873,NaN
ABplaaaaapp,184,263.304,NaN
ABplaaaaapp,185,264.735,NaN
ABplaaaaapp,186,266.166,NaN
ABplaaaaapp,187,267.597,NaN
ABplaaaaapp,188,269.028,NaN
ABplaaaaapp,189,270.459,NaN
ABplaaaaapp,190,271.89,NaN
ABplaaaaapp,191,273.321,NaN
ABplaaaaapp,192,274.752,NaN
ABplaaaaapp,193,276.183,NaN
ABplaaaaapp,194,277.614,NaN
ABplaaaaapp,195,279.045,NaN
ABplaaaaapp,196,280.476,NaN
ABplaaaaapp,197,281.907,NaN
ABplaaaaapp,198,283.338,NaN
ABplaaaaapp,199,284.769,NaN
ABplaaaaapp,200,286.2,NaN
ABplaaaaapp,201,287.631,NaN
ABplaaaaapp,202,289.062,NaN
ABplaaaaapp,203,290.493,NaN
ABplaaaaapp,204,291.924,NaN
ABplaaaaapp,205,293.355,NaN
ABplaapaaaa,172,246.132,NaN
ABplaapaaaa,173,247.563,NaN
ABplaapaaaa,174,248.994,NaN
ABplaapaaaa,175,250.425,NaN
ABplaapaaaa,176,251.856,NaN
ABplaapaaaa,177,253.287,NaN
ABplaapaaaa,178,254.718,NaN
ABplaapaaaa,179,256.149,NaN
ABplaapaaaa,180,257.58,NaN
ABplaapaaaa,181,259.011,NaN
ABplaapaaaa,182,260.442,NaN
ABplaapaaaa,183,261.873,NaN
ABplaapaaaa,184,263.304,NaN
ABplaapaaaa,185,264.735,NaN
ABplaapaaaa,186,266.166,NaN
ABplaapaaaa,187,267.597,NaN
ABplaapaaaa,188,269.028,NaN
ABplaapaaaa,189,270.459,NaN
ABplaapaaaa,190,271.89,NaN
ABplaapaaaa,191,273.321,NaN
ABplaapaaaa,192,274.752,NaN
ABplaapaaaa,193,276.183,NaN
ABplaapaaaa,194,277.614,NaN
ABplaapaaaa,195,279.045,NaN
ABplaapaaaa,196,280.476,NaN
ABplaapaaaa,197,281.907,NaN
ABplaapaaaa,198,283.338,NaN
ABplaapaaaa,199,284.769,NaN
ABplaapaaaa,200,286.2,NaN
ABplaapaaaa,201,287.631,NaN
ABplaapaaaa,202,289.062,NaN
ABplaapaaaa,203,290.493,NaN
ABplaapaaaa,204,291.924,NaN
ABplaapaaaa,205,293.355,NaN
ABplaapaaap,172,246.132,NaN
ABplaapaaap,173,247.563,NaN
ABplaapaaap,174,248.994,NaN
ABplaapaaap,175,250.425,NaN
ABplaapaaap,176,251.856,NaN
ABplaapaaap,177,253.287,NaN
ABplaapaaap,178,254.718,NaN
ABplaapaaap,179,256.149,NaN
ABplaapaaap,180,257.58,NaN
ABplaapaaap,181,259.011,NaN
ABplaapaaap,182,260.442,NaN
ABplaapaaap,183,261.873,NaN
ABplaapaaap,184,263.304,NaN
ABplaapaaap,185,264.735,NaN
ABplaapaaap,186,266.166,NaN
ABplaapaaap,187,267.597,NaN
ABplaapaaap,188,269.028,NaN
ABplaapaaap,189,270.459,NaN
ABplaapaaap,190,271.89,NaN
ABplaapaaap,191,273.321,NaN
ABplaapaaap,192,274.752,NaN
ABplaapaaap,193,276.183,NaN
ABplaapaaap,194,277.614,NaN
ABplaapaaap,195,279.045,NaN
ABplaapaaap,196,280.476,NaN
ABplaapaaap,197,281.907,NaN
ABplaapaaap,198,283.338,NaN
ABplaapaaap,199,284.769,NaN
ABplaapaaap,200,286.2,NaN
ABplaapaaap,201,287.631,NaN
ABplaapaaap,202,289.062,NaN
ABplaapaaap,203,290.493,NaN
ABplaapaaap,204,291.924,NaN
ABplaapaaap,205,293.355,NaN
ABplaapaapa,164,234.684,NaN
ABplaapaapa,165,236.115,NaN
ABplaapaapa,166,237.546,NaN
ABplaapaapa,167,238.977,NaN
ABplaapaapa,168,240.408,NaN
ABplaapaapa,169,241.839,NaN
ABplaapaapa,170,243.27,NaN
ABplaapaapa,171,244.701,NaN
ABplaapaapa,172,246.132,NaN
ABplaapaapa,173,247.563,NaN
ABplaapaapa,174,248.994,NaN
ABplaapaapa,175,250.425,NaN
ABplaapaapa,176,251.856,NaN
ABplaapaapa,177,253.287,NaN
ABplaapaapa,178,254.718,NaN
ABplaapaapa,179,256.149,NaN
ABplaapaapa,180,257.58,NaN
ABplaapaapa,181,259.011,NaN
ABplaapaapa,182,260.442,NaN
ABplaapaapa,183,261.873,NaN
ABplaapaapa,184,263.304,NaN
ABplaapaapa,185,264.735,NaN
ABplaapaapa,186,266.166,NaN
ABplaapaapa,187,267.597,NaN
ABplaapaapa,188,269.028,NaN
ABplaapaapa,189,270.459,NaN
ABplaapaapa,190,271.89,NaN
ABplaapaapa,191,273.321,NaN
ABplaapaapa,192,274.752,NaN
ABplaapaapa,193,276.183,NaN
ABplaapaapa,194,277.614,NaN
ABplaapaapa,195,279.045,NaN
ABplaapaapa,196,280.476,NaN
ABplaapaapa,197,281.907,NaN
ABplaapaapa,198,283.338,NaN
ABplaapaapa,199,284.769,NaN
ABplaapaapa,200,286.2,NaN
ABplaapaapa,201,287.631,NaN
ABplaapaapa,202,289.062,NaN
ABplaapaapa,203,290.493,NaN
ABplaapaapa,204,291.924,NaN
ABplaapaapa,205,293.355,NaN
ABplaapaapp,164,234.684,NaN
ABplaapaapp,165,236.115,NaN
ABplaapaapp,166,237.546,NaN
ABplaapaapp,167,238.977,NaN
ABplaapaapp,168,240.408,NaN
ABplaapaapp,169,241.839,NaN
ABplaapaapp,170,243.27,NaN
ABplaapaapp,171,244.701,NaN
ABplaapaapp,172,246.132,NaN
ABplaapaapp,173,247.563,NaN
ABplaapaapp,174,248.994,NaN
ABplaapaapp,175,250.425,NaN
ABplaapaapp,176,251.856,NaN
ABplaapaapp,177,253.287,NaN
ABplaapaapp,178,254.718,NaN
ABplaapaapp,179,256.149,NaN
ABplaapaapp,180,257.58,NaN
ABplaapaapp,181,259.011,NaN
ABplaapaapp,182,260.442,NaN
ABplaapaapp,183,261.873,NaN
ABplaapaapp,184,263.304,NaN
ABplaapaapp,185,264.735,NaN
ABplaapaapp,186,266.166,NaN
ABplaapaapp,187,267.597,NaN
ABplaapaapp,188,269.028,NaN
ABplaapaapp,189,270.459,NaN
ABplaapaapp,190,271.89,NaN
ABplaapaapp,191,273.321,NaN
ABplaapaapp,192,274.752,NaN
ABplaapaapp,193,276.183,NaN
ABplaapaapp,194,277.614,NaN
ABplaapaapp,195,279.045,NaN
ABplaapaapp,196,280.476,NaN
ABplaapaapp,197,281.907,NaN
ABplaapaapp,198,283.338,NaN
ABplaapaapp,199,284.769,NaN
ABplaapaapp,200,286.2,NaN
ABplaapaapp,201,287.631,NaN
ABplaapaapp,202,289.062,NaN
ABplaapaapp,203,290.493,NaN
ABplaapaapp,204,291.924,NaN
ABplaapaapp,205,293.355,NaN
ABplaapapaa,172,246.132,NaN
ABplaapapaa,173,247.563,NaN
ABplaapapaa,174,248.994,NaN
ABplaapapaa,175,250.425,NaN
ABplaapapaa,176,251.856,NaN
ABplaapapaa,177,253.287,NaN
ABplaapapaa,178,254.718,NaN
ABplaapapaa,179,256.149,NaN
ABplaapapaa,180,257.58,NaN
ABplaapapaa,181,259.011,NaN
ABplaapapaa,182,260.442,NaN
ABplaapapaa,183,261.873,NaN
ABplaapapaa,184,263.304,NaN
ABplaapapaa,185,264.735,NaN
ABplaapapaa,186,266.166,NaN
ABplaapapaa,187,267.597,NaN
ABplaapapaa,188,269.028,NaN
ABplaapapaa,189,270.459,NaN
ABplaapapaa,190,271.89,NaN
ABplaapapaa,191,273.321,NaN
ABplaapapaa,192,274.752,NaN
ABplaapapaa,193,276.183,NaN
ABplaapapaa,194,277.614,NaN
ABplaapapaa,195,279.045,NaN
ABplaapapaa,196,280.476,NaN
ABplaapapaa,197,281.907,NaN
ABplaapapaa,198,283.338,NaN
ABplaapapaa,199,284.769,NaN
ABplaapapaa,200,286.2,NaN
ABplaapapaa,201,287.631,NaN
ABplaapapaa,202,289.062,NaN
ABplaapapaa,203,290.493,NaN
ABplaapapaa,204,291.924,NaN
ABplaapapaa,205,293.355,NaN
ABplaapapap,172,246.132,NaN
ABplaapapap,173,247.563,NaN
ABplaapapap,174,248.994,NaN
ABplaapapap,175,250.425,NaN
ABplaapapap,176,251.856,NaN
ABplaapapap,177,253.287,NaN
ABplaapapap,178,254.718,NaN
ABplaapapap,179,256.149,NaN
ABplaapapap,180,257.58,NaN
ABplaapapap,181,259.011,NaN
ABplaapapap,182,260.442,NaN
ABplaapapap,183,261.873,NaN
ABplaapapap,184,263.304,NaN
ABplaapapap,185,264.735,NaN
ABplaapapap,186,266.166,NaN
ABplaapapap,187,267.597,NaN
ABplaapapap,188,269.028,NaN
ABplaapapap,189,270.459,NaN
ABplaapapap,190,271.89,NaN
ABplaapapap,191,273.321,NaN
ABplaapapap,192,274.752,NaN
ABplaapapap,193,276.183,NaN
ABplaapapap,194,277.614,NaN
ABplaapapap,195,279.045,NaN
ABplaapapap,196,280.476,NaN
ABplaapapap,197,281.907,NaN
ABplaapapap,198,283.338,NaN
ABplaapapap,199,284.769,NaN
ABplaapapap,200,286.2,NaN
ABplaapapap,201,287.631,NaN
ABplaapapap,202,289.062,NaN
ABplaapapap,203,290.493,NaN
ABplaapapap,204,291.924,NaN
ABplaapapap,205,293.355,NaN
ABplaapappa,158,226.098,NaN
ABplaapappa,159,227.529,NaN
ABplaapappa,160,228.96,NaN
ABplaapappa,161,230.391,NaN
ABplaapappa,162,231.822,NaN
ABplaapappa,163,233.253,NaN
ABplaapappa,164,234.684,NaN
ABplaapappa,165,236.115,NaN
ABplaapappa,166,237.546,NaN
ABplaapappa,167,238.977,NaN
ABplaapappa,168,240.408,NaN
ABplaapappa,169,241.839,NaN
ABplaapappa,170,243.27,NaN
ABplaapappa,171,244.701,NaN
ABplaapappa,172,246.132,NaN
ABplaapappa,173,247.563,NaN
ABplaapappa,174,248.994,NaN
ABplaapappa,175,250.425,NaN
ABplaapappa,176,251.856,NaN
ABplaapappa,177,253.287,NaN
ABplaapappa,178,254.718,NaN
ABplaapappa,179,256.149,NaN
ABplaapappa,180,257.58,NaN
ABplaapappa,181,259.011,NaN
ABplaapappa,182,260.442,NaN
ABplaapappa,183,261.873,NaN
ABplaapappa,184,263.304,NaN
ABplaapappa,185,264.735,NaN
ABplaapappa,186,266.166,NaN
ABplaapappa,187,267.597,NaN
ABplaapappa,188,269.028,NaN
ABplaapappa,189,270.459,NaN
ABplaapappa,190,271.89,NaN
ABplaapappa,191,273.321,NaN
ABplaapappa,192,274.752,NaN
ABplaapappa,193,276.183,NaN
ABplaapappa,194,277.614,NaN
ABplaapappa,195,279.045,NaN
ABplaapappa,196,280.476,NaN
ABplaapappa,197,281.907,NaN
ABplaapappa,198,283.338,NaN
ABplaapappa,199,284.769,NaN
ABplaapappa,200,286.2,NaN
ABplaapappa,201,287.631,NaN
ABplaapappa,202,289.062,NaN
ABplaapappa,203,290.493,NaN
ABplaapappa,204,291.924,NaN
ABplaapappa,205,293.355,NaN
ABplaapappp,158,226.098,NaN
ABplaapappp,159,227.529,NaN
ABplaapappp,160,228.96,NaN
ABplaapappp,161,230.391,NaN
ABplaapappp,162,231.822,NaN
ABplaapappp,163,233.253,NaN
ABplaapappp,164,234.684,NaN
ABplaapappp,165,236.115,NaN
ABplaapappp,166,237.546,NaN
ABplaapappp,167,238.977,NaN
ABplaapappp,168,240.408,NaN
ABplaapappp,169,241.839,NaN
ABplaapappp,170,243.27,NaN
ABplaapappp,171,244.701,NaN
ABplaapappp,172,246.132,NaN
ABplaapappp,173,247.563,NaN
ABplaapappp,174,248.994,NaN
ABplaapappp,175,250.425,NaN
ABplaapappp,176,251.856,NaN
ABplaapappp,177,253.287,NaN
ABplaapappp,178,254.718,NaN
ABplaapappp,179,256.149,NaN
ABplaapappp,180,257.58,NaN
ABplaapappp,181,259.011,NaN
ABplaapappp,182,260.442,NaN
ABplaapappp,183,261.873,NaN
ABplaapappp,184,263.304,NaN
ABplaapappp,185,264.735,NaN
ABplaapappp,186,266.166,NaN
ABplaapappp,187,267.597,NaN
ABplaapappp,188,269.028,NaN
ABplaapappp,189,270.459,NaN
ABplaapappp,190,271.89,NaN
ABplaapappp,191,273.321,NaN
ABplaapappp,192,274.752,NaN
ABplaapappp,193,276.183,NaN
ABplaapappp,194,277.614,NaN
ABplaapappp,195,279.045,NaN
ABplaapappp,196,280.476,NaN
ABplaapappp,197,281.907,NaN
ABplaapappp,198,283.338,NaN
ABplaapappp,199,284.769,NaN
ABplaapappp,200,286.2,NaN
ABplaapappp,201,287.631,NaN
ABplaapappp,202,289.062,NaN
ABplaapappp,203,290.493,NaN
ABplaapappp,204,291.924,NaN
ABplaapappp,205,293.355,NaN
ABplapaaaaa,175,250.425,NaN
ABplapaaaaa,176,251.856,NaN
ABplapaaaaa,177,253.287,NaN
ABplapaaaaa,178,254.718,NaN
ABplapaaaaa,179,256.149,NaN
ABplapaaaaa,180,257.58,NaN
ABplapaaaaa,181,259.011,NaN
ABplapaaaaa,182,260.442,NaN
ABplapaaaaa,183,261.873,NaN
ABplapaaaaa,184,263.304,NaN
ABplapaaaaa,185,264.735,NaN
ABplapaaaaa,186,266.166,NaN
ABplapaaaaa,187,267.597,NaN
ABplapaaaaa,188,269.028,NaN
ABplapaaaaa,189,270.459,NaN
ABplapaaaaa,190,271.89,NaN
ABplapaaaaa,191,273.321,NaN
ABplapaaaaa,192,274.752,NaN
ABplapaaaaa,193,276.183,NaN
ABplapaaaaa,194,277.614,NaN
ABplapaaaaa,195,279.045,NaN
ABplapaaaaa,196,280.476,NaN
ABplapaaaaa,197,281.907,NaN
ABplapaaaaa,198,283.338,NaN
ABplapaaaaa,199,284.769,NaN
ABplapaaaaa,200,286.2,NaN
ABplapaaaaa,201,287.631,NaN
ABplapaaaaa,202,289.062,NaN
ABplapaaaaa,203,290.493,NaN
ABplapaaaaa,204,291.924,NaN
