Table1,Table2,Table3,Table4
ABa,1,1.431,0
ABa,2,2.862,0
ABa,3,4.293,0
ABal,4,5.724,0
ABal,5,7.155,0
ABal,6,8.586,0
ABal,7,10.017,0
ABal,8,11.448,0
ABal,9,12.879,0
ABal,10,14.31,0
ABal,11,15.741,0
ABal,12,17.172,0
ABal,13,18.603,0
ABal,14,20.034,0
ABala,15,21.465,0
ABala,16,22.896,0
ABala,17,24.327,0
ABala,18,25.758,0
ABala,19,27.189,0
ABala,20,28.62,0
ABala,21,30.051,0
ABala,22,31.482,0
ABala,23,32.913,0
ABala,24,34.344,0
ABala,25,35.775,0
ABala,26,37.206,0
ABala,27,38.637,0
ABalaa,28,40.068,0
ABalaa,29,41.499,0
ABalaa,30,42.93,0
ABalaa,31,44.361,0
ABalaa,32,45.792,0
ABalaa,33,47.223,0
ABalaa,34,48.654,0
ABalaa,35,50.085,0
ABalaa,36,51.516,0
ABalaa,37,52.947,0
ABalaa,38,54.378,0
ABalaa,39,55.809,0
ABalaa,40,57.24,0
ABalaa,41,58.671,0
ABalaa,42,60.102,0
ABalaa,43,61.533,0
ABalaaa,44,62.964,0
ABalaaa,45,64.395,0.0115896408642152
ABalaaa,46,65.826,0
ABalaaa,47,67.257,0
ABalaaa,48,68.688,0
ABalaaa,49,70.119,0
ABalaaa,50,71.55,0
ABalaaa,51,72.981,0
ABalaaa,52,74.412,0
ABalaaa,53,75.843,0
ABalaaa,54,77.274,0
ABalaaa,55,78.705,0
ABalaaa,56,80.136,0
ABalaaa,57,81.567,0
ABalaaa,58,82.998,0
ABalaaa,59,84.429,0
ABalaaa,60,85.86,0
ABalaaa,61,87.291,0
ABalaaa,62,88.722,0
ABalaaa,63,90.153,0
ABalaaa,64,91.584,0
ABalaaaa,65,93.015,0
ABalaaaa,66,94.446,0
ABalaaaa,67,95.877,0
ABalaaaa,68,97.308,0
ABalaaaa,69,98.739,0
ABalaaaa,70,100.17,0.00586636142509658
ABalaaaa,71,101.601,0.000715409929889827
ABalaaaa,72,103.032,0
ABalaaaa,73,104.463,0
ABalaaaa,74,105.894,0
ABalaaaa,75,107.325,0.00429245957933896
ABalaaaa,76,108.756,0
ABalaaaa,77,110.187,0
ABalaaaa,78,111.618,0
ABalaaaa,79,113.049,0
ABalaaaa,80,114.48,0
ABalaaaa,81,115.911,0
ABalaaaa,82,117.342,0
ABalaaaa,83,118.773,0
ABalaaaa,84,120.204,0
ABalaaaa,85,121.635,0
ABalaaaa,86,123.066,0
ABalaaaa,87,124.497,0
ABalaaaa,88,125.928,0
ABalaaaa,89,127.359,0
ABalaaaa,90,128.79,0
ABalaaaa,91,130.221,0
ABalaaaal,92,131.652,0
ABalaaaal,93,133.083,0
ABalaaaal,94,134.514,0
ABalaaaal,95,135.945,0
ABalaaaal,96,137.376,0
ABalaaaal,97,138.807,0
ABalaaaal,98,140.238,0
ABalaaaal,99,141.669,0
ABalaaaal,100,143.1,0
ABalaaaal,101,144.531,0
ABalaaaal,102,145.962,0
ABalaaaal,103,147.393,0
ABalaaaal,104,148.824,0.0429245957933896
ABalaaaal,105,150.255,0.00472170553727286
ABalaaaal,106,151.686,0.00472170553727286
ABalaaaal,107,153.117,0.0310487909572185
ABalaaaal,108,154.548,0
ABalaaaal,109,155.979,0.012448132780083
ABalaaaal,110,157.41,0
ABalaaaal,111,158.841,0.0070110173129203
ABalaaaal,112,160.272,0
ABalaaaal,113,161.703,0
ABalaaaal,114,163.134,0
ABalaaaal,115,164.565,0
ABalaaaal,116,165.996,0
ABalaaaal,117,167.427,0
ABalaaaal,118,168.858,0
ABalaaaal,119,170.289,0
ABalaaaal,120,171.72,0.0346258406066676
ABalaaaal,121,173.151,0.00357704964944913
ABalaaaala,122,174.582,0
ABalaaaala,123,176.013,0
ABalaaaala,124,177.444,0
ABalaaaala,125,178.875,0.0131635427099728
ABalaaaala,126,180.306,0
ABalaaaala,127,181.737,0.00200314780369152
ABalaaaala,128,183.168,0.00243239376162541
ABalaaaala,129,184.599,0.000858491915867792
ABalaaaala,130,186.03,0.000858491915867792
ABalaaaala,131,187.461,0.00658177135498641
ABalaaaala,132,188.892,0
ABalaaaala,133,190.323,0
ABalaaaala,134,191.754,0
ABalaaaala,135,193.185,0.0309057089712405
ABalaaaala,136,194.616,0
ABalaaaala,137,196.047,0
ABalaaaala,138,197.478,0
ABalaaaala,139,198.909,0
ABalaaaala,140,200.34,0.0197453140649592
ABalaaaala,141,201.771,0
ABalaaaala,142,203.202,0
ABalaaaala,143,204.633,0
ABalaaaala,144,206.064,0
ABalaaaala,145,207.495,0
ABalaaaala,146,208.926,0
ABalaaaala,147,210.357,0
ABalaaaala,148,211.788,0.0197453140649592
ABalaaaala,149,213.219,0
ABalaaaala,150,214.65,0
ABalaaaala,151,216.081,0
ABalaaaala,152,217.512,0.0191729861210474
ABalaaaala,153,218.943,0
ABalaaaala,154,220.374,0
ABalaaaala,155,221.805,0
ABalaaaala,156,223.236,0
ABalaaaala,157,224.667,NaN
ABalaaaala,158,226.098,NaN
ABalaaaala,159,227.529,NaN
ABalaaaala,160,228.96,NaN
ABalaaaala,161,230.391,NaN
ABalaaaala,162,231.822,NaN
ABalaaaala,163,233.253,NaN
ABalaaaala,164,234.684,NaN
ABalaaaala,165,236.115,NaN
ABalaaaala,166,237.546,NaN
ABalaaaala,167,238.977,NaN
ABalaaaala,168,240.408,NaN
ABalaaaala,169,241.839,NaN
ABalaaaala,170,243.27,NaN
ABalaaaala,171,244.701,NaN
ABalaaaala,172,246.132,NaN
ABalaaaala,173,247.563,NaN
ABalaaaala,174,248.994,NaN
ABalaaaala,175,250.425,NaN
ABalaaaala,176,251.856,NaN
ABalaaaala,177,253.287,NaN
ABalaaaala,178,254.718,NaN
ABalaaaala,179,256.149,NaN
ABalaaaala,180,257.58,NaN
ABalaaaala,181,259.011,NaN
ABalaaaala,182,260.442,NaN
ABalaaaalal,183,261.873,NaN
ABalaaaalal,184,263.304,NaN
ABalaaaalal,185,264.735,NaN
ABalaaaalal,186,266.166,NaN
ABalaaaalal,187,267.597,NaN
ABalaaaalal,188,269.028,NaN
ABalaaaalal,189,270.459,NaN
ABalaaaalal,190,271.89,NaN
ABalaaaalal,191,273.321,NaN
ABalaaaalal,192,274.752,NaN
ABalaaaalal,193,276.183,NaN
ABalaaaalal,194,277.614,NaN
ABalaaaalal,195,279.045,NaN
ABalaaaalal,196,280.476,NaN
ABalaaaalal,197,281.907,NaN
ABalaaaalal,198,283.338,NaN
ABalaaaalal,199,284.769,NaN
ABalaaaalal,200,286.2,NaN
ABalaaaalal,201,287.631,NaN
ABalaaaalal,202,289.062,NaN
ABalaaaalal,203,290.493,NaN
ABalaaaalal,204,291.924,NaN
ABalaaaalal,205,293.355,NaN
ABp,1,1.431,0
ABp,2,2.862,0
ABp,3,4.293,0
ABar,4,5.724,0
ABar,5,7.155,0
ABar,6,8.586,0
ABar,7,10.017,0
ABar,8,11.448,0
ABar,9,12.879,0
ABar,10,14.31,0
ABar,11,15.741,0
ABar,12,17.172,0
ABar,13,18.603,0
ABar,14,20.034,0
ABar,15,21.465,0
ABalp,15,21.465,0
ABalp,16,22.896,0
ABalp,17,24.327,0
ABalp,18,25.758,0
ABalp,19,27.189,0
ABalp,20,28.62,0
ABalp,21,30.051,0
ABalp,22,31.482,0
ABalp,23,32.913,0
ABalp,24,34.344,0
ABalp,25,35.775,0
ABalp,26,37.206,0
ABalap,28,40.068,0
ABalap,29,41.499,0
ABalap,30,42.93,0
ABalap,31,44.361,0
ABalap,32,45.792,0
ABalap,33,47.223,0
ABalap,34,48.654,0
ABalap,35,50.085,0
ABalap,36,51.516,0
ABalap,37,52.947,0
ABalap,38,54.378,0
ABalap,39,55.809,0
ABalap,40,57.24,0
ABalap,41,58.671,0
ABalap,42,60.102,0
ABalap,43,61.533,0
ABalap,44,62.964,0
ABalap,45,64.395,0.0251824295321219
ABalaap,44,62.964,0
ABalaap,45,64.395,0.00844183717269996
ABalaap,46,65.826,0
ABalaap,47,67.257,0
ABalaap,48,68.688,0
ABalaap,49,70.119,0
ABalaap,50,71.55,0
ABalaap,51,72.981,0
ABalaap,52,74.412,0
ABalaap,53,75.843,0
ABalaap,54,77.274,0
ABalaap,55,78.705,0
ABalaap,56,80.136,0
ABalaap,57,81.567,0
ABalaap,58,82.998,0
ABalaap,59,84.429,0
ABalaap,60,85.86,0
ABalaap,61,87.291,0
ABalaap,62,88.722,0
ABalaap,63,90.153,0
ABalaap,64,91.584,0
ABalaaap,65,93.015,0
ABalaaap,66,94.446,0
ABalaaap,67,95.877,0
ABalaaap,68,97.308,0
ABalaaap,69,98.739,0
ABalaaap,70,100.17,0
ABalaaap,71,101.601,0
ABalaaap,72,103.032,0
ABalaaap,73,104.463,0
ABalaaap,74,105.894,0
ABalaaap,75,107.325,0
ABalaaap,76,108.756,0
ABalaaap,77,110.187,0
ABalaaap,78,111.618,0
ABalaaap,79,113.049,0
ABalaaap,80,114.48,0
ABalaaap,81,115.911,0
ABalaaap,82,117.342,0
ABalaaap,83,118.773,0.00429245957933896
ABalaaap,84,120.204,0
ABalaaap,85,121.635,0
ABalaaap,86,123.066,0
ABalaaap,87,124.497,0.0268994133638575
ABalaaaar,92,131.652,0.0319072828730863
ABalaaaar,93,133.083,0
ABalaaaar,94,134.514,0
ABalaaaar,95,135.945,0.00257547574760338
ABalaaaar,96,137.376,0.0151666905136643
ABalaaaar,97,138.807,0.0151666905136643
ABalaaaar,98,140.238,0
ABalaaaar,99,141.669,0
ABalaaaar,100,143.1,0.00600944341107455
ABalaaaar,101,144.531,0
ABalaaaar,102,145.962,0
ABalaaaar,103,147.393,0
ABalaaaar,104,148.824,0.0107311489483474
ABalaaaar,105,150.255,0
ABalaaaar,106,151.686,0.00615252539705251
ABalaaaar,107,153.117,0
ABalaaaar,108,154.548,0
ABalaaaar,109,155.979,0
ABalaaaar,110,157.41,0
ABalaaaar,111,158.841,0
ABalaaaar,112,160.272,0
ABalaaaar,113,161.703,0
ABalaaaar,114,163.134,0.012591214766061
ABalaaaar,115,164.565,0
ABalaaaar,116,165.996,0.00429245957933896
ABalaaaar,117,167.427,0
ABalaaaar,118,168.858,0
ABalaaaar,119,170.289,0
ABalaaaar,120,171.72,0
ABalaaaar,121,173.151,0.00844183717269996
ABalaaaar,122,174.582,0
ABalaaaar,123,176.013,0
ABalaaaar,124,177.444,0
ABalaaaalp,122,174.582,0
ABalaaaalp,123,176.013,0
ABalaaaalp,124,177.444,0
ABalaaaalp,125,178.875,0.00429245957933896
ABalaaaalp,126,180.306,0.00915724710258978
ABalaaaalp,127,181.737,0
ABalaaaalp,128,183.168,0
ABalaaaalp,129,184.599,0
ABalaaaalp,130,186.03,0
ABalaaaalp,131,187.461,0
ABalaaaalp,132,188.892,0
ABalaaaalp,133,190.323,0
ABalaaaalp,134,191.754,0
ABalaaaalp,135,193.185,0
ABalaaaalp,136,194.616,0
ABalaaaalp,137,196.047,0
ABalaaaalp,138,197.478,0
ABalaaaalp,139,198.909,0
ABalaaaalp,140,200.34,0
ABalaaaalp,141,201.771,0
ABalaaaalp,142,203.202,0
ABalaaaalp,143,204.633,0
ABalaaaalp,144,206.064,0
ABalaaaalp,145,207.495,0
ABalaaaalp,146,208.926,0
ABalaaaalp,147,210.357,0.0120188868221491
ABalaaaalp,148,211.788,0
ABalaaaalp,149,213.219,0
ABalaaaalp,150,214.65,0
ABalaaaalp,151,216.081,0
ABalaaaalp,152,217.512,0.0424953498354557
ABalaaaalp,153,218.943,0
ABalaaaalp,154,220.374,0
ABalaaaalp,155,221.805,0
ABalaaaalp,156,223.236,0
ABalaaaalp,157,224.667,NaN
ABalaaaalp,158,226.098,NaN
ABalaaaalp,159,227.529,NaN
ABalaaaalp,160,228.96,NaN
ABalaaaalp,161,230.391,NaN
ABalaaaalp,162,231.822,NaN
ABalaaaalp,163,233.253,NaN
ABalaaaalp,164,234.684,NaN
ABalaaaalp,165,236.115,NaN
ABalaaaalp,166,237.546,NaN
ABalaaaalp,167,238.977,NaN
ABalaaaalp,168,240.408,NaN
ABalaaaalp,169,241.839,NaN
ABalaaaalp,170,243.27,NaN
ABalaaaalp,171,244.701,NaN
ABalaaaalp,172,246.132,NaN
ABalaaaalp,173,247.563,NaN
ABalaaaalp,174,248.994,NaN
ABalaaaalp,175,250.425,NaN
ABalaaaalp,176,251.856,NaN
ABalaaaalp,177,253.287,NaN
ABalaaaalp,178,254.718,NaN
ABalaaaalp,179,256.149,NaN
ABalaaaalp,180,257.58,NaN
ABalaaaalp,181,259.011,NaN
ABalaaaalp,182,260.442,NaN
ABalaaaalp,183,261.873,NaN
ABalaaaalp,184,263.304,NaN
ABalaaaalar,183,261.873,NaN
ABalaaaalar,184,263.304,NaN
ABalaaaalar,185,264.735,NaN
ABalaaaalar,186,266.166,NaN
ABalaaaalar,187,267.597,NaN
ABalaaaalar,188,269.028,NaN
ABalaaaalar,189,270.459,NaN
ABalaaaalar,190,271.89,NaN
ABalaaaalar,191,273.321,NaN
ABalaaaalar,192,274.752,NaN
ABalaaaalar,193,276.183,NaN
ABalaaaalar,194,277.614,NaN
ABalaaaalar,195,279.045,NaN
ABalaaaalar,196,280.476,NaN
ABalaaaalar,197,281.907,NaN
ABalaaaalar,198,283.338,NaN
ABalaaaalar,199,284.769,NaN
ABalaaaalar,200,286.2,NaN
ABalaaaalar,201,287.631,NaN
ABalaaaalar,202,289.062,NaN
ABalaaaalar,203,290.493,NaN
ABalaaaalar,204,291.924,NaN
ABalaaaalar,205,293.355,NaN
ABpl,4,5.724,0
ABpl,5,7.155,0.00114465588782372
ABpl,6,8.586,0
ABpl,7,10.017,0
ABpl,8,11.448,0
ABpl,9,12.879,0
ABpl,10,14.31,0
ABpl,11,15.741,0
ABpl,12,17.172,0
ABpl,13,18.603,0
ABpl,14,20.034,0
ABara,16,22.896,0
ABara,17,24.327,0
ABara,18,25.758,0
ABara,19,27.189,0
ABara,20,28.62,0
ABara,21,30.051,0
ABara,22,31.482,0
ABara,23,32.913,0
ABara,24,34.344,0
ABara,25,35.775,0
ABara,26,37.206,0
ABalpa,27,38.637,0.0309057089712405
ABalpa,28,40.068,0
ABalpa,29,41.499,0
ABalpa,30,42.93,0
ABalpa,31,44.361,0
ABalpa,32,45.792,0
ABalpa,33,47.223,0
ABalpa,34,48.654,0
ABalpa,35,50.085,0
ABalpa,36,51.516,0
ABalpa,37,52.947,0
ABalpa,38,54.378,0
ABalpa,39,55.809,0
ABalpa,40,57.24,0
ABalpa,41,58.671,0
ABalpa,42,60.102,0
ABalpa,43,61.533,0
ABalpa,44,62.964,0.00586636142509658
ABalapa,46,65.826,0
ABalapa,47,67.257,0
ABalapa,48,68.688,0
ABalapa,49,70.119,0
ABalapa,50,71.55,0.00271855773358134
ABalapa,51,72.981,0
ABalapa,52,74.412,0.00872800114465589
ABalapa,53,75.843,0.00128773787380169
ABalapa,54,77.274,0.0307626269852626
ABalapa,55,78.705,0.0268994133638575
ABalapa,56,80.136,0.0515095149520675
ABalapa,57,81.567,0.0535126627557591
ABalapa,58,82.998,0.0485047932465303
ABalapa,59,84.429,0.0493632851623981
ABalapa,60,85.86,0.0686793532694234
ABalapa,61,87.291,0.0608098440406353
ABalapa,62,88.722,0.0197453140649592
ABalapa,63,90.153,0.0135927886679067
ABalaapa,65,93.015,0
ABalaapa,66,94.446,0
ABalaapa,67,95.877,0.00729718128487623
ABalaapa,68,97.308,0
ABalaapa,69,98.739,0.0264701674059236
ABalaapa,70,100.17,0
ABalaapa,71,101.601,0
ABalaapa,72,103.032,0
ABalaapa,73,104.463,0
ABalaapa,74,105.894,0
ABalaapa,75,107.325,0
ABalaapa,76,108.756,0
ABalaapa,77,110.187,0
ABalaapa,78,111.618,0
ABalaapa,79,113.049,0
ABalaapa,80,114.48,0
ABalaapa,81,115.911,0
ABalaapa,82,117.342,0
ABalaapa,83,118.773,0
ABalaapa,84,120.204,0
ABalaapa,85,121.635,0
ABalaapa,86,123.066,0.00829875518672199
ABalaapa,87,124.497,0
ABalaapa,88,125.928,0
ABalaapa,89,127.359,0
ABalaapa,90,128.79,0
ABalaapa,91,130.221,0
ABalaaapa,88,125.928,0.0276148232937473
ABalaaapa,89,127.359,0
ABalaaapa,90,128.79,0
ABalaaapa,91,130.221,0
ABalaaapa,92,131.652,0.00300472170553727
ABalaaapa,93,133.083,0.00300472170553727
ABalaaapa,94,134.514,0.012591214766061
ABalaaapa,95,135.945,0
ABalaaapa,96,137.376,0
ABalaaapa,97,138.807,0
ABalaaapa,98,140.238,0.0148805265417084
ABalaaapa,99,141.669,0
ABalaaapa,100,143.1,0
ABalaaapa,101,144.531,0
ABalaaapa,102,145.962,0
ABalaaapa,103,147.393,0
ABalaaapa,104,148.824,0
ABalaaapa,105,150.255,0
ABalaaapa,106,151.686,0
ABalaaapa,107,153.117,0
ABalaaapa,108,154.548,0
ABalaaapa,109,155.979,0
ABalaaapa,110,157.41,0
ABalaaapa,111,158.841,0
ABalaaapa,112,160.272,0
ABalaaapa,113,161.703,0
ABalaaapa,114,163.134,0
ABalaaapa,115,164.565,0
ABalaaapa,116,165.996,0
ABalaaapa,117,167.427,0
ABalaaapa,118,168.858,0
ABalaaapa,119,170.289,0
ABalaaaarl,125,178.875,0
ABalaaaarl,126,180.306,0
ABalaaaarl,127,181.737,0
ABalaaaarl,128,183.168,0
ABalaaaarl,129,184.599,0
ABalaaaarl,130,186.03,0.0403491200457862
ABalaaaarl,131,187.461,0.00100157390184576
ABalaaaarl,132,188.892,0.00429245957933896
ABalaaaarl,133,190.323,0
ABalaaaarl,134,191.754,0.0218915438546287
ABalaaaarl,135,193.185,0.000286163971955931
ABalaaaarl,136,194.616,0.000286163971955931
ABalaaaarl,137,196.047,0
ABalaaaarl,138,197.478,0
ABalaaaarl,139,198.909,0
ABalaaaarl,140,200.34,0
ABalaaaarl,141,201.771,0
ABalaaaarl,142,203.202,0.0160251824295321
ABalaaaarl,143,204.633,0
ABalaaaarl,144,206.064,0
ABalaaaarl,145,207.495,0
ABalaaaarl,146,208.926,0
ABalaaaarl,147,210.357,0
ABalaaaarl,148,211.788,0
ABalaaaarl,149,213.219,0
ABalaaaarl,150,214.65,0
ABalaaaarl,151,216.081,0.0180283302332236
ABalaaaarl,152,217.512,0
ABalaaaarl,153,218.943,0
ABalaaaarl,154,220.374,0.0100157390184576
ABalaaaarl,155,221.805,0.00114465588782372
ABalaaaarl,156,223.236,0
ABalaaaarl,157,224.667,0
ABalaaaarl,158,226.098,0
ABalaaaarl,159,227.529,NaN
ABalaaaarl,160,228.96,NaN
ABalaaaarl,161,230.391,NaN
ABalaaaarl,162,231.822,NaN
ABalaaaarl,163,233.253,NaN
ABalaaaarl,164,234.684,NaN
ABalaaaarl,165,236.115,NaN
ABalaaaarl,166,237.546,NaN
ABalaaaarl,167,238.977,NaN
ABalaaaarl,168,240.408,NaN
ABalaaaarl,169,241.839,NaN
ABalaaaarl,170,243.27,NaN
ABalaaaarl,171,244.701,NaN
ABalaaaarl,172,246.132,NaN
ABalaaaarl,173,247.563,NaN
ABalaaaarl,174,248.994,NaN
ABalaaaarl,175,250.425,NaN
ABalaaaarl,176,251.856,NaN
ABalaaaarl,177,253.287,NaN
ABalaaaarl,178,254.718,NaN
ABalaaaarl,179,256.149,NaN
ABalaaaarl,180,257.58,NaN
ABalaaaarl,181,259.011,NaN
ABalaaaalpa,185,264.735,NaN
ABalaaaalpa,186,266.166,NaN
ABalaaaalpa,187,267.597,NaN
ABalaaaalpa,188,269.028,NaN
ABalaaaalpa,189,270.459,NaN
ABalaaaalpa,190,271.89,NaN
ABalaaaalpa,191,273.321,NaN
ABalaaaalpa,192,274.752,NaN
ABalaaaalpa,193,276.183,NaN
ABalaaaalpa,194,277.614,NaN
ABalaaaalpa,195,279.045,NaN
ABalaaaalpa,196,280.476,NaN
ABalaaaalpa,197,281.907,NaN
ABalaaaalpa,198,283.338,NaN
ABalaaaalpa,199,284.769,NaN
ABalaaaalpa,200,286.2,NaN
ABalaaaalpa,201,287.631,NaN
ABalaaaalpa,202,289.062,NaN
ABalaaaalpa,203,290.493,NaN
ABalaaaalpa,204,291.924,NaN
ABalaaaalpa,205,293.355,NaN
ABpr,4,5.724,0.00243239376162541
ABpr,5,7.155,0
ABpr,6,8.586,0
ABpr,7,10.017,0
ABpr,8,11.448,0
ABpr,9,12.879,0
ABpr,10,14.31,0
ABpr,11,15.741,0
ABpr,12,17.172,0
ABpr,13,18.603,0
ABpr,14,20.034,0
ABarp,16,22.896,0
ABarp,17,24.327,0
ABarp,18,25.758,0
ABarp,19,27.189,0
ABarp,20,28.62,0
ABarp,21,30.051,0
ABarp,22,31.482,0
ABarp,23,32.913,0
ABarp,24,34.344,0
ABarp,25,35.775,0
ABarp,26,37.206,0
ABalpp,27,38.637,0
ABalpp,28,40.068,0
ABalpp,29,41.499,0
ABalpp,30,42.93,0
ABalpp,31,44.361,0
ABalpp,32,45.792,0
ABalpp,33,47.223,0
ABalpp,34,48.654,0
ABalpp,35,50.085,0
ABalpp,36,51.516,0
ABalpp,37,52.947,0
ABalpp,38,54.378,0
ABalpp,39,55.809,0
ABalpp,40,57.24,0
ABalpp,41,58.671,0
ABalpp,42,60.102,0
ABalpp,43,61.533,0
ABalpp,44,62.964,0
ABalapp,46,65.826,0
ABalapp,47,67.257,0
ABalapp,48,68.688,0
ABalapp,49,70.119,0
ABalapp,50,71.55,0
ABalapp,51,72.981,0
ABalapp,52,74.412,0
ABalapp,53,75.843,0.0183144942051796
ABalapp,54,77.274,0.0284733152096151
ABalapp,55,78.705,0.0284733152096151
ABalapp,56,80.136,0.0676777793675776
ABalapp,57,81.567,0.0542280726856489
ABalapp,58,82.998,0.0549434826155387
ABalapp,59,84.429,0.065960795535842
ABalapp,60,85.86,0.0649592216339963
ABalapp,61,87.291,0.0616683359565031
ABalapp,62,88.722,0.0756903705823437
ABalapp,63,90.153,0.0180283302332236
ABalapp,64,91.584,0.0170267563313779
ABalaapp,65,93.015,0
ABalaapp,66,94.446,0.0138789526398626
ABalaapp,67,95.877,0
ABalaapp,68,97.308,0
ABalaapp,69,98.739,0
ABalaapp,70,100.17,0
ABalaapp,71,101.601,0
ABalaapp,72,103.032,0
ABalaapp,73,104.463,0
ABalaapp,74,105.894,0
ABalaapp,75,107.325,0
ABalaapp,76,108.756,0
ABalaapp,77,110.187,0
ABalaapp,78,111.618,0
ABalaapp,79,113.049,0
ABalaapp,80,114.48,0
ABalaapp,81,115.911,0
ABalaapp,82,117.342,0
ABalaapp,83,118.773,0
ABalaapp,84,120.204,0
ABalaapp,85,121.635,0
ABalaapp,86,123.066,0
ABalaapp,87,124.497,0
ABalaapp,88,125.928,0
ABalaapp,89,127.359,0
ABalaaapp,88,125.928,0
ABalaaapp,89,127.359,0
ABalaaapp,90,128.79,0
ABalaaapp,91,130.221,0
ABalaaapp,92,131.652,0
ABalaaapp,93,133.083,0
ABalaaapp,94,134.514,0
ABalaaapp,95,135.945,0
ABalaaapp,96,137.376,0
ABalaaapp,97,138.807,0
ABalaaapp,98,140.238,0
ABalaaapp,99,141.669,0
ABalaaapp,100,143.1,0
ABalaaapp,101,144.531,0.00257547574760338
ABalaaapp,102,145.962,0
ABalaaapp,103,147.393,0.0134497066819287
ABalaaapp,104,148.824,0.00729718128487623
ABalaaapp,105,150.255,0
ABalaaapp,106,151.686,0
ABalaaapp,107,153.117,0
ABalaaapp,108,154.548,0
ABalaaapp,109,155.979,0.00901416511661182
ABalaaapp,110,157.41,0
ABalaaapp,111,158.841,0
ABalaaapp,112,160.272,0.00600944341107455
ABalaaapp,113,161.703,0
ABalaaapp,114,163.134,0
ABalaaapp,115,164.565,0.0150236085276864
ABalaaapp,116,165.996,0
ABalaaapp,117,167.427,0
ABalaaapp,118,168.858,0
ABalaaaarr,125,178.875,0
ABalaaaarr,126,180.306,0
ABalaaaarr,127,181.737,0.0519387609100014
ABalaaaarr,128,183.168,0
ABalaaaarr,129,184.599,0
ABalaaaarr,130,186.03,0.000715409929889827
ABalaaaarr,131,187.461,0
ABalaaaarr,132,188.892,0
ABalaaaarr,133,190.323,0.00400629560738303
ABalaaaarr,134,191.754,0
ABalaaaarr,135,193.185,0.00515095149520675
ABalaaaarr,136,194.616,0.00515095149520675
ABalaaaarr,137,196.047,0
ABalaaaarr,138,197.478,0
ABalaaaarr,139,198.909,0
ABalaaaarr,140,200.34,0.020603805980827
ABalaaaarr,141,201.771,0
ABalaaaarr,142,203.202,0
ABalaaaarr,143,204.633,0
ABalaaaarr,144,206.064,0
ABalaaaarr,145,207.495,0.0309057089712405
ABalaaaarr,146,208.926,0
ABalaaaarr,147,210.357,0.03305193876091
ABalaaaarr,148,211.788,0
ABalaaaarr,149,213.219,0.000429245957933896
ABalaaaarr,150,214.65,0
ABalaaaarr,151,216.081,0
ABalaaaarr,152,217.512,0.00228931177564745
ABalaaaarr,153,218.943,0
ABalaaaarr,154,220.374,0
ABalaaaarr,155,221.805,0
ABalaaaarr,156,223.236,0
ABalaaaarr,157,224.667,0.0356274145085134
ABalaaaarr,158,226.098,0.0356274145085134
ABalaaaarr,159,227.529,NaN
ABalaaaarr,160,228.96,NaN
ABalaaaarr,161,230.391,NaN
ABalaaaarr,162,231.822,NaN
ABalaaaarr,163,233.253,NaN
ABalaaaarr,164,234.684,NaN
ABalaaaarr,165,236.115,NaN
ABalaaaarr,166,237.546,NaN
ABalaaaarr,167,238.977,NaN
ABalaaaarr,168,240.408,NaN
ABalaaaarr,169,241.839,NaN
ABalaaaarr,170,243.27,NaN
ABalaaaarr,171,244.701,NaN
ABalaaaarr,172,246.132,NaN
ABalaaaarr,173,247.563,NaN
ABalaaaarr,174,248.994,NaN
ABalaaaarr,175,250.425,NaN
ABalaaaarr,176,251.856,NaN
ABalaaaarr,177,253.287,NaN
ABalaaaarr,178,254.718,NaN
ABalaaaarr,179,256.149,NaN
ABalaaaalpp,185,264.735,NaN
ABalaaaalpp,186,266.166,NaN
ABalaaaalpp,187,267.597,NaN
ABalaaaalpp,188,269.028,NaN
ABalaaaalpp,189,270.459,NaN
ABalaaaalpp,190,271.89,NaN
ABalaaaalpp,191,273.321,NaN
ABalaaaalpp,192,274.752,NaN
ABalaaaalpp,193,276.183,NaN
ABalaaaalpp,194,277.614,NaN
ABalaaaalpp,195,279.045,NaN
ABalaaaalpp,196,280.476,NaN
ABalaaaalpp,197,281.907,NaN
ABalaaaalpp,198,283.338,NaN
ABalaaaalpp,199,284.769,NaN
ABalaaaalpp,200,286.2,NaN
ABalaaaalpp,201,287.631,NaN
ABalaaaalpp,202,289.062,NaN
ABalaaaalpp,203,290.493,NaN
ABalaaaalpp,204,291.924,NaN
ABalaaaalpp,205,293.355,NaN
ABpla,15,21.465,0
ABpla,16,22.896,0
ABpla,17,24.327,0
ABpla,18,25.758,0
ABpla,19,27.189,0
ABpla,20,28.62,0
ABpla,21,30.051,0
ABpla,22,31.482,0
ABpla,23,32.913,0
ABpla,24,34.344,0
ABpla,25,35.775,0.00300472170553727
ABaraa,27,38.637,0
ABaraa,28,40.068,0
ABaraa,29,41.499,0
ABaraa,30,42.93,0
ABaraa,31,44.361,0
ABaraa,32,45.792,0
ABaraa,33,47.223,0
ABaraa,34,48.654,0
ABaraa,35,50.085,0
ABaraa,36,51.516,0
ABaraa,37,52.947,0
ABaraa,38,54.378,0
ABaraa,39,55.809,0
ABaraa,40,57.24,0
ABaraa,41,58.671,0
ABaraa,42,60.102,0
ABaraa,43,61.533,0
ABalpaa,45,64.395,0
ABalpaa,46,65.826,0
ABalpaa,47,67.257,0
ABalpaa,48,68.688,0
ABalpaa,49,70.119,0
ABalpaa,50,71.55,0
ABalpaa,51,72.981,0
